Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions
2010.0,22 Jun 2010 - 20:30 ,Group B,Durban Stadium,Durban ,Nigeria,2.0,2.0,Korea Republic, 
2010.0,22 Jun 2010 - 20:30 ,Group B,Peter Mokaba Stadium,Polokwane ,Greece,0.0,2.0,Argentina, 
2010.0,23 Jun 2010 - 16:00 ,Group C,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Slovenia,0.0,1.0,England, 
2010.0,23 Jun 2010 - 16:00 ,Group C,Loftus Versfeld Stadium,Tshwane/Pretoria ,USA,1.0,0.0,Algeria, 
2010.0,23 Jun 2010 - 20:30 ,Group D,Soccer City Stadium,Johannesburg ,Ghana,0.0,1.0,Germany, 
2010.0,23 Jun 2010 - 20:30 ,Group D,Mbombela Stadium,Nelspruit ,Australia,2.0,1.0,Serbia, 
2010.0,24 Jun 2010 - 16:00 ,Group F,Ellis Park Stadium,Johannesburg ,Slovakia,3.0,2.0,Italy, 
2010.0,24 Jun 2010 - 16:00 ,Group F,Peter Mokaba Stadium,Polokwane ,Paraguay,0.0,0.0,New Zealand, 
2010.0,24 Jun 2010 - 20:30 ,Group E,Royal Bafokeng Sports Palace,Phokeng ,Denmark,1.0,3.0,Japan, 
2010.0,24 Jun 2010 - 20:30 ,Group E,Cape Town Stadium,Cape Town ,Cameroon,1.0,2.0,Netherlands, 
2010.0,25 Jun 2010 - 16:00 ,Group G,Durban Stadium,Durban ,Portugal,0.0,0.0,Brazil, 
2010.0,25 Jun 2010 - 16:00 ,Group G,Mbombela Stadium,Nelspruit ,Korea DPR,0.0,3.0,C�te d'Ivoire, 
2010.0,25 Jun 2010 - 20:30 ,Group H,Loftus Versfeld Stadium,Tshwane/Pretoria ,Chile,1.0,2.0,Spain, 
2010.0,25 Jun 2010 - 20:30 ,Group H,Free State Stadium,Mangaung/Bloemfontein ,Switzerland,0.0,0.0,Honduras, 
2010.0,26 Jun 2010 - 16:00 ,Round of 16,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2.0,1.0,Korea Republic, 
2010.0,26 Jun 2010 - 20:30 ,Round of 16,Royal Bafokeng Sports Palace,Phokeng ,USA,1.0,2.0,Ghana,Ghana win after extra time 
2010.0,27 Jun 2010 - 16:00 ,Round of 16,Free State Stadium,Mangaung/Bloemfontein ,Germany,4.0,1.0,England, 
2010.0,27 Jun 2010 - 20:30 ,Round of 16,Soccer City Stadium,Johannesburg ,Argentina,3.0,1.0,Mexico, 
2010.0,28 Jun 2010 - 16:00 ,Round of 16,Durban Stadium,Durban ,Netherlands,2.0,1.0,Slovakia, 
2010.0,28 Jun 2010 - 20:30 ,Round of 16,Ellis Park Stadium,Johannesburg ,Brazil,3.0,0.0,Chile, 
2010.0,29 Jun 2010 - 16:00 ,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria ,Paraguay,0.0,0.0,Japan,Paraguay win on penalties (5 - 3) 
2010.0,29 Jun 2010 - 20:30 ,Round of 16,Cape Town Stadium,Cape Town ,Spain,1.0,0.0,Portugal, 
2010.0,02 Jul 2010 - 16:00 ,Quarter-finals,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Netherlands,2.0,1.0,Brazil, 
2010.0,02 Jul 2010 - 20:30 ,Quarter-finals,Soccer City Stadium,Johannesburg ,Uruguay,1.0,1.0,Ghana,Uruguay win on penalties (4 - 2) 
2010.0,03 Jul 2010 - 16:00 ,Quarter-finals,Cape Town Stadium,Cape Town ,Argentina,0.0,4.0,Germany, 
2010.0,03 Jul 2010 - 20:30 ,Quarter-finals,Ellis Park Stadium,Johannesburg ,Paraguay,0.0,1.0,Spain, 
2010.0,06 Jul 2010 - 20:30 ,Semi-finals,Cape Town Stadium,Cape Town ,Uruguay,2.0,3.0,Netherlands, 
2010.0,07 Jul 2010 - 20:30 ,Semi-finals,Durban Stadium,Durban ,Germany,0.0,1.0,Spain, 
2010.0,10 Jul 2010 - 20:30 ,Match for third place,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2.0,3.0,Germany, 
2010.0,11 Jul 2010 - 20:30 ,Final,Soccer City Stadium,Johannesburg ,Netherlands,0.0,1.0,Spain,Spain win after extra time 
2014.0,12 Jun 2014 - 17:00 ,Group A,Arena de Sao Paulo,Sao Paulo ,Brazil,3.0,1.0,Croatia, 
2014.0,13 Jun 2014 - 13:00 ,Group A,Estadio das Dunas,Natal ,Mexico,1.0,0.0,Cameroon, 
2014.0,13 Jun 2014 - 16:00 ,Group B,Arena Fonte Nova,Salvador ,Spain,1.0,5.0,Netherlands, 
2014.0,13 Jun 2014 - 18:00 ,Group B,Arena Pantanal,Cuiaba ,Chile,3.0,1.0,Australia, 
2014.0,14 Jun 2014 - 13:00 ,Group C,Estadio Mineirao,Belo Horizonte ,Colombia,3.0,0.0,Greece, 
2014.0,14 Jun 2014 - 16:00 ,Group D,Estadio Castelao,Fortaleza ,Uruguay,1.0,3.0,Costa Rica, 
2014.0,14 Jun 2014 - 18:00 ,Group D,Arena Amazonia,Manaus ,England,1.0,2.0,Italy, 
2014.0,14 Jun 2014 - 22:00 ,Group C,Arena Pernambuco,Recife ,C�te d'Ivoire,2.0,1.0,Japan, 
2014.0,15 Jun 2014 - 13:00 ,Group E,Estadio Nacional,Brasilia ,Switzerland,2.0,1.0,Ecuador, 
2014.0,15 Jun 2014 - 16:00 ,Group E,Estadio Beira-Rio,Porto Alegre ,France,3.0,0.0,Honduras, 
2014.0,15 Jun 2014 - 19:00 ,Group F,Estadio do Maracana,Rio De Janeiro ,Argentina,2.0,1.0,"rn"">Bosnia and Herzegovina", 
2014.0,16 Jun 2014 - 13:00 ,Group G,Arena Fonte Nova,Salvador ,Germany,4.0,0.0,Portugal, 
2014.0,16 Jun 2014 - 16:00 ,Group F,Arena da Baixada,Curitiba ,IR Iran,0.0,0.0,Nigeria, 
2014.0,16 Jun 2014 - 19:00 ,Group G,Estadio das Dunas,Natal ,Ghana,1.0,2.0,USA, 
2014.0,17 Jun 2014 - 13:00 ,Group H,Estadio Mineirao,Belo Horizonte ,Belgium,2.0,1.0,Algeria, 
2014.0,17 Jun 2014 - 16:00 ,Group A,Estadio Castelao,Fortaleza ,Brazil,0.0,0.0,Mexico, 
2014.0,17 Jun 2014 - 18:00 ,Group H,Arena Pantanal,Cuiaba ,Russia,1.0,1.0,Korea Republic, 
2014.0,18 Jun 2014 - 13:00 ,Group B,Estadio Beira-Rio,Porto Alegre ,Australia,2.0,3.0,Netherlands, 
2014.0,18 Jun 2014 - 16:00 ,Group B,Estadio do Maracana,Rio De Janeiro ,Spain,0.0,2.0,Chile, 
2014.0,18 Jun 2014 - 18:00 ,Group A,Arena Amazonia,Manaus ,Cameroon,0.0,4.0,Croatia, 
2014.0,19 Jun 2014 - 13:00 ,Group C,Estadio Nacional,Brasilia ,Colombia,2.0,1.0,C�te d'Ivoire, 
2014.0,19 Jun 2014 - 16:00 ,Group D,Arena de Sao Paulo,Sao Paulo ,Uruguay,2.0,1.0,England, 
2014.0,19 Jun 2014 - 19:00 ,Group C,Estadio das Dunas,Natal ,Japan,0.0,0.0,Greece, 
2014.0,20 Jun 2014 - 13:00 ,Group D,Arena Pernambuco,Recife ,Italy,0.0,1.0,Costa Rica, 
2014.0,20 Jun 2014 - 16:00 ,Group E,Arena Fonte Nova,Salvador ,Switzerland,2.0,5.0,France, 
2014.0,20 Jun 2014 - 19:00 ,Group E,Arena da Baixada,Curitiba ,Honduras,1.0,2.0,Ecuador, 
2014.0,21 Jun 2014 - 13:00 ,Group F,Estadio Mineirao,Belo Horizonte ,Argentina,1.0,0.0,IR Iran, 
2014.0,21 Jun 2014 - 16:00 ,Group G,Estadio Castelao,Fortaleza ,Germany,2.0,2.0,Ghana, 
2014.0,21 Jun 2014 - 18:00 ,Group F,Arena Pantanal,Cuiaba ,Nigeria,1.0,0.0,"rn"">Bosnia and Herzegovina", 
2014.0,22 Jun 2014 - 13:00 ,Group H,Estadio do Maracana,Rio De Janeiro ,Belgium,1.0,0.0,Russia, 
2014.0,22 Jun 2014 - 16:00 ,Group H,Estadio Beira-Rio,Porto Alegre ,Korea Republic,2.0,4.0,Algeria, 
2014.0,22 Jun 2014 - 18:00 ,Group G,Arena Amazonia,Manaus ,USA,2.0,2.0,Portugal, 
2014.0,23 Jun 2014 - 13:00 ,Group B,Arena da Baixada,Curitiba ,Australia,0.0,3.0,Spain, 
2014.0,23 Jun 2014 - 13:00 ,Group B,Arena de Sao Paulo,Sao Paulo ,Netherlands,2.0,0.0,Chile, 
2014.0,23 Jun 2014 - 17:00 ,Group A,Estadio Nacional,Brasilia ,Cameroon,1.0,4.0,Brazil, 
2014.0,23 Jun 2014 - 17:00 ,Group A,Arena Pernambuco,Recife ,Croatia,1.0,3.0,Mexico, 
2014.0,24 Jun 2014 - 13:00 ,Group D,Estadio das Dunas,Natal ,Italy,0.0,1.0,Uruguay, 
2014.0,24 Jun 2014 - 13:00 ,Group D,Estadio Mineirao,Belo Horizonte ,Costa Rica,0.0,0.0,England, 
2014.0,24 Jun 2014 - 16:00 ,Group C,Arena Pantanal,Cuiaba ,Japan,1.0,4.0,Colombia, 
2014.0,24 Jun 2014 - 17:00 ,Group C,Estadio Castelao,Fortaleza ,Greece,2.0,1.0,C�te d'Ivoire, 
2014.0,25 Jun 2014 - 13:00 ,Group F,Estadio Beira-Rio,Porto Alegre ,Nigeria,2.0,3.0,Argentina, 
2014.0,25 Jun 2014 - 13:00 ,Group F,Arena Fonte Nova,Salvador ,"rn"">Bosnia and Herzegovina",3.0,1.0,IR Iran, 
2014.0,25 Jun 2014 - 16:00 ,Group E,Arena Amazonia,Manaus ,Honduras,0.0,3.0,Switzerland, 
2014.0,25 Jun 2014 - 17:00 ,Group E,Estadio do Maracana,Rio De Janeiro ,Ecuador,0.0,0.0,France, 
2014.0,26 Jun 2014 - 13:00 ,Group G,Arena Pernambuco,Recife ,USA,0.0,1.0,Germany, 
2014.0,26 Jun 2014 - 13:00 ,Group G,Estadio Nacional,Brasilia ,Portugal,2.0,1.0,Ghana, 
2014.0,26 Jun 2014 - 17:00 ,Group H,Arena de Sao Paulo,Sao Paulo ,Korea Republic,0.0,1.0,Belgium, 
2014.0,26 Jun 2014 - 17:00 ,Group H,Arena da Baixada,Curitiba ,Algeria,1.0,1.0,Russia, 
2014.0,28 Jun 2014 - 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,1.0,1.0,Chile,Brazil win on penalties (3 - 2) 
2014.0,28 Jun 2014 - 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Colombia,2.0,0.0,Uruguay, 
2014.0,30 Jun 2014 - 13:00 ,Round of 16,Estadio Nacional,Brasilia ,France,2.0,0.0,Nigeria, 
2014.0,30 Jun 2014 - 17:00 ,Round of 16,Estadio Beira-Rio,Porto Alegre ,Germany,2.0,1.0,Algeria,Germany win after extra time 
2014.0,04 Jul 2014 - 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,2.0,1.0,Colombia, 
2014.0,04 Jul 2014 - 13:00 ,Quarter-finals,Estadio do Maracana,Rio De Janeiro ,France,0.0,1.0,Germany, 
2014.0,08 Jul 2014 - 17:00 ,Semi-finals,Estadio Mineirao,Belo Horizonte ,Brazil,1.0,7.0,Germany, 
2014.0,12 Jul 2014 - 17:00 ,Play-off for third place,Estadio Nacional,Brasilia ,Brazil,0.0,3.0,Netherlands, 
2014.0,13 Jul 2014 - 16:00 ,Final,Estadio do Maracana,Rio De Janeiro ,Germany,1.0,0.0,Argentina,Germany win after extra time 
2014.0,09 Jul 2014 - 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Netherlands,0.0,0.0,Argentina,Argentina win on penalties (2 - 4) 
2014.0,05 Jul 2014 - 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Netherlands,0.0,0.0,Costa Rica,Netherlands win on penalties (4 - 3) 
2014.0,05 Jul 2014 - 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Argentina,1.0,0.0,Belgium, 
2014.0,29 Jun 2014 - 13:00 ,Round of 16,Estadio Castelao,Fortaleza ,Netherlands,2.0,1.0,Mexico, 
2014.0,29 Jun 2014 - 17:00 ,Round of 16,Arena Pernambuco,Recife ,Costa Rica,1.0,1.0,Greece,Costa Rica win on penalties (5 - 3) 
2014.0,01 Jul 2014 - 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Argentina,1.0,0.0,Switzerland,Argentina win after extra time 
2014.0,01 Jul 2014 - 17:00 ,Round of 16,Arena Fonte Nova,Salvador ,Belgium,2.0,1.0,USA,Belgium win after extra time 
2014.0,28 Jun 2014 - 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,1.0,1.0,Chile,Brazil win on penalties (3 - 2) 
2014.0,28 Jun 2014 - 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Colombia,2.0,0.0,Uruguay, 
2014.0,29 Jun 2014 - 13:00 ,Round of 16,Estadio Castelao,Fortaleza ,Netherlands,2.0,1.0,Mexico, 
2014.0,29 Jun 2014 - 17:00 ,Round of 16,Arena Pernambuco,Recife ,Costa Rica,1.0,1.0,Greece,Costa Rica win on penalties (5 - 3) 
2014.0,30 Jun 2014 - 13:00 ,Round of 16,Estadio Nacional,Brasilia ,France,2.0,0.0,Nigeria, 
2014.0,30 Jun 2014 - 17:00 ,Round of 16,Estadio Beira-Rio,Porto Alegre ,Germany,2.0,1.0,Algeria,Germany win after extra time 
2014.0,01 Jul 2014 - 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Argentina,1.0,0.0,Switzerland,Argentina win after extra time 
2014.0,01 Jul 2014 - 17:00 ,Round of 16,Arena Fonte Nova,Salvador ,Belgium,2.0,1.0,USA,Belgium win after extra time 
2014.0,04 Jul 2014 - 13:00 ,Quarter-finals,Estadio do Maracana,Rio De Janeiro ,France,0.0,1.0,Germany, 
2014.0,04 Jul 2014 - 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,2.0,1.0,Colombia, 
2014.0,05 Jul 2014 - 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Argentina,1.0,0.0,Belgium, 
2014.0,05 Jul 2014 - 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Netherlands,0.0,0.0,Costa Rica,Netherlands win on penalties (4 - 3) 
2014.0,08 Jul 2014 - 17:00 ,Semi-finals,Estadio Mineirao,Belo Horizonte ,Brazil,1.0,7.0,Germany, 
2014.0,09 Jul 2014 - 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Netherlands,0.0,0.0,Argentina,Argentina win on penalties (2 - 4) 
2014.0,12 Jul 2014 - 17:00 ,Play-off for third place,Estadio Nacional,Brasilia ,Brazil,0.0,3.0,Netherlands, 
2014.0,13 Jul 2014 - 16:00 ,Final,Estadio do Maracana,Rio De Janeiro ,Germany,1.0,0.0,Argentina,Germany win after extra time 
2018.0,14 Jun 2018 - 18:00,group stage,Luzhniki Stadium,Moscow,Russia,5.0,0.0,Saudi Arabia, 
2018.0,15 Jun 2018 - 17:00,group stage,Central Stadium,Yekaterinburg,Egypt,0.0,1.0,Uruguay, 
2018.0,15 Jun 2018 - 18:00,group stage,Krestovsky Stadium,Saint Petersburg,Morocco,0.0,1.0,Iran, 
2018.0,15 Jun 2018 - 21:00,group stage,Fisht Olympic Stadium,Sochi,Portugal,3.0,3.0,Spain, 
2018.0,16 Jun 2018 - 13:00,group stage,Kazan Arena,Kazan,France,2.0,1.0,Australia, 
2018.0,16 Jun 2018 - 16:00,group stage,Otkritie Arena,Moscow,Argentina,1.0,1.0,Iceland, 
2018.0,16 Jun 2018 - 19:00,group stage,Mordovia Arena,Saransk,Peru,0.0,1.0,Denmark, 
2018.0,16 Jun 2018 - 21:00,group stage,Kaliningrad Stadium,Kaliningrad,Croatia,2.0,0.0,Nigeria, 
2018.0,17 Jun 2018 - 16:00,group stage,Samara Arena,Samara,Costa Rica,0.0,1.0,Serbia, 
2018.0,17 Jun 2018 - 18:00,group stage,Luzhniki Stadium,Moscow,Germany,0.0,1.0,Mexico, 
2018.0,17 Jun 2018 - 21:00,group stage,Rostov Arena,Rostov-on-Don,Brazil,1.0,1.0,Switzerland, 
2018.0,18 Jun 2018 - 15:00,group stage,Nizhny Novgorod Stadium,Nizhny Novgorod,Sweden,1.0,0.0,South Korea, 
2018.0,18 Jun 2018 - 18:00,group stage,Fisht Olympic Stadium,Sochi,Belgium,3.0,0.0,Panama, 
2018.0,18 Jun 2018 - 21:00,group stage,Volgograd Arena,Volgograd,Tunisia,1.0,2.0,England, 
2018.0,19 Jun 2018 - 15:00,group stage,Mordovia Arena,Saransk,Colombia,1.0,2.0,Japan, 
2018.0,19 Jun 2018 - 18:00,group stage,Otkritie Arena,Moscow,Poland,1.0,2.0,Senegal, 
2018.0,19 Jun 2018 - 21:00,group stage,Krestovsky Stadium,Saint Petersburg,Russia,3.0,1.0,Egypt, 
2018.0,20 Jun 2018 - 15:00,group stage,Luzhniki Stadium,Moscow,Portugal,1.0,0.0,Morocco, 
2018.0,20 Jun 2018 - 18:00,group stage,Rostov Arena,Rostov-on-Don,Uruguay,1.0,0.0,Saudi Arabia, 
2018.0,20 Jun 2018 - 21:00,group stage,Kazan Arena,Kazan,Iran,0.0,1.0,Spain, 
2018.0,21 Jun 2018 - 16:00,group stage,Samara Arena,Samara,Denmark,1.0,1.0,Australia, 
2018.0,21 Jun 2018 - 20:00,group stage,Central Stadium,Yekaterinburg,France,1.0,0.0,Peru, 
2018.0,21 Jun 2018 - 21:00,group stage,Nizhny Novgorod Stadium,Nizhny Novgorod,Argentina,0.0,3.0,Croatia, 
2018.0,22 Jun 2018 - 15:00,group stage,Krestovsky Stadium,Saint Petersburg,Brazil,2.0,0.0,Costa Rica, 
2018.0,22 Jun 2018 - 18:00,group stage,Volgograd Arena,Volgograd,Nigeria,2.0,0.0,Iceland, 
2018.0,22 Jun 2018 - 20:00,group stage,Kaliningrad Stadium,Kaliningrad,Serbia,1.0,2.0,Switzerland, 
2018.0,23 Jun 2018 - 15:00,group stage,Otkritie Arena,Moscow,Belgium,5.0,2.0,Tunisia, 
2018.0,23 Jun 2018 - 18:00,group stage,Rostov Arena,Rostov-on-Don,South Korea,1.0,2.0,Mexico, 
2018.0,23 Jun 2018 - 21:00,group stage,Fisht Olympic Stadium,Sochi,Germany,2.0,1.0,Sweden, 
2018.0,24 Jun 2018 - 15:00,group stage,Nizhny Novgorod Stadium,Nizhny Novgorod,England,6.0,1.0,Panama, 
2018.0,24 Jun 2018 - 20:00,group stage,Central Stadium,Yekaterinburg,Japan,2.0,2.0,Senegal, 
2018.0,24 Jun 2018 - 21:00,group stage,Kazan Arena,Kazan,Poland,0.0,3.0,Colombia, 
2018.0,25 Jun 2018 - 17:00,group stage,Volgograd Arena,Volgograd,Saudi Arabia,2.0,1.0,Egypt, 
2018.0,25 Jun 2018 - 18:00,group stage,Samara Arena,Samara,Uruguay,3.0,0.0,Russia, 
2018.0,25 Jun 2018 - 20:00,group stage,Kaliningrad Stadium,Kaliningrad,Spain,2.0,2.0,Morocco, 
2018.0,25 Jun 2018 - 21:00,group stage,Mordovia Arena,Saransk,Iran,1.0,1.0,Portugal, 
2018.0,26 Jun 2018 - 17:00,group stage,Fisht Olympic Stadium,Sochi,Australia,0.0,2.0,Peru, 
2018.0,26 Jun 2018 - 17:00,group stage,Luzhniki Stadium,Moscow,Denmark,0.0,0.0,France, 
2018.0,26 Jun 2018 - 21:00,group stage,Rostov Arena,Rostov-on-Don,Iceland,1.0,2.0,Croatia, 
2018.0,26 Jun 2018 - 21:00,group stage,Krestovsky Stadium,Saint Petersburg,Nigeria,1.0,2.0,Argentina, 
2018.0,27 Jun 2018 - 17:00,group stage,Kazan Arena,Kazan,South Korea,2.0,0.0,Germany, 
2018.0,27 Jun 2018 - 19:00,group stage,Central Stadium,Yekaterinburg,Mexico,0.0,3.0,Sweden, 
2018.0,27 Jun 2018 - 21:00,group stage,Otkritie Arena,Moscow,Serbia,0.0,2.0,Brazil, 
2018.0,27 Jun 2018 - 21:00,group stage,Nizhny Novgorod Stadium,Nizhny Novgorod,Switzerland,2.0,2.0,Costa Rica, 
2018.0,28 Jun 2018 - 17:00,group stage,Volgograd Arena,Volgograd,Japan,0.0,1.0,Poland, 
2018.0,28 Jun 2018 - 18:00,group stage,Samara Arena,Samara,Senegal,0.0,1.0,Colombia, 
2018.0,28 Jun 2018 - 20:00,group stage,Kaliningrad Stadium,Kaliningrad,England,0.0,1.0,Belgium, 
2018.0,28 Jun 2018 - 21:00,group stage,Mordovia Arena,Saransk,Panama,1.0,2.0,Tunisia, 
2018.0,30 Jun 2018 - 17:00,round of 16,Kazan Arena,Kazan,France,4.0,3.0,Argentina, 
2018.0,30 Jun 2018 - 21:00,round of 16,Fisht Olympic Stadium,Sochi,Uruguay,2.0,1.0,Portugal, 
2018.0,01 Jul 2018 - 17:00,round of 16,Luzhniki Stadium,Moscow,Spain,1.0,1.0,Russia,Russia win on penalties (4 - 3)
2018.0,01 Jul 2018 - 21:00,round of 16,Nizhny Novgorod Stadium,Nizhny Novgorod,Croatia,1.0,1.0,Denmark,Croatia win on penalties (3 - 2)
2018.0,02 Jul 2018 - 18:00,round of 16,Samara Arena,Samara,Brazil,2.0,0.0,Mexico, 
2018.0,02 Jul 2018 - 21:00,round of 16,Rostov Arena,Rostov-on-Don,Belgium,3.0,2.0,Japan, 
2018.0,03 Jul 2018 - 17:00,round of 16,Krestovsky Stadium,Saint Petersburg,Sweden,1.0,0.0,Switzerland, 
2018.0,03 Jul 2018 - 21:00,round of 16,Otkritie Arena,Moscow,Colombia,1.0,1.0,England,England win on penalties (4 - 3)
2018.0,06 Jul 2018 - 17:00,quarter-finals,Nizhny Novgorod Stadium,Nizhny Novgorod,Uruguay,0.0,2.0,France, 
2018.0,06 Jul 2018 - 21:00,quarter-finals,Kazan Arena,Kazan,Brazil,1.0,2.0,Belgium, 
2018.0,07 Jul 2018 - 18:00,quarter-finals,Samara Arena,Samara,Sweden,0.0,2.0,England, 
2018.0,07 Jul 2018 - 21:00,quarter-finals,Fisht Olympic Stadium,Sochi,Russia,2.0,2.0,Croatia,Croatia win on penalties (4 - 3)
2018.0,10 Jul 2018 - 21:00,semi-finals,Krestovsky Stadium,Saint Petersburg,France,1.0,0.0,Belgium, 
2018.0,11 Jul 2018 - 21:00,semi-finals,Luzhniki Stadium,Moscow,Croatia,2.0,1.0,England,Croatia win after extra time
2018.0,14 Jul 2018 - 17:00,third-place match,Krestovsky Stadium,Saint Petersburg,Belgium,2.0,0.0,England, 
2018.0,15 Jul 2018 - 18:00,final,Luzhniki Stadium,Moscow,France,4.0,2.0,Croatia, 
2022.0,20 Nov 2022 - 19:00,group stage,Al Bayt Stadium,Al Khor,Qatar,0.0,2.0,Ecuador, 
2022.0,21 Nov 2022 - 16:00,group stage,Khalifa International Stadium,Al Rayyan,England,6.0,2.0,Iran, 
2022.0,21 Nov 2022 - 19:00,group stage,Al Thumama Stadium,Doha,Senegal,0.0,2.0,Netherlands, 
2022.0,21 Nov 2022 - 22:00,group stage,Ahmad bin Ali Stadium,Al Rayyan,United States,1.0,1.0,Wales, 
2022.0,22 Nov 2022 - 13:00,group stage,Lusail Stadium,Lusail,Argentina,1.0,2.0,Saudi Arabia, 
2022.0,22 Nov 2022 - 16:00,group stage,Education City Stadium,Al Rayyan,Denmark,0.0,0.0,Tunisia, 
2022.0,22 Nov 2022 - 19:00,group stage,Stadium 974,Doha,Mexico,0.0,0.0,Poland, 
2022.0,22 Nov 2022 - 22:00,group stage,Al Janoub Stadium,Al Wakrah,France,4.0,1.0,Australia, 
2022.0,23 Nov 2022 - 13:00,group stage,Al Bayt Stadium,Al Khor,Morocco,0.0,0.0,Croatia, 
2022.0,23 Nov 2022 - 16:00,group stage,Khalifa International Stadium,Al Rayyan,Germany,1.0,2.0,Japan, 
2022.0,23 Nov 2022 - 19:00,group stage,Al Thumama Stadium,Doha,Spain,7.0,0.0,Costa Rica, 
2022.0,23 Nov 2022 - 22:00,group stage,Ahmad bin Ali Stadium,Al Rayyan,Belgium,1.0,0.0,Canada, 
2022.0,24 Nov 2022 - 13:00,group stage,Al Janoub Stadium,Al Wakrah,Switzerland,1.0,0.0,Cameroon, 
2022.0,24 Nov 2022 - 16:00,group stage,Education City Stadium,Al Rayyan,Uruguay,0.0,0.0,South Korea, 
2022.0,24 Nov 2022 - 19:00,group stage,Stadium 974,Doha,Portugal,3.0,2.0,Ghana, 
2022.0,24 Nov 2022 - 22:00,group stage,Lusail Stadium,Lusail,Brazil,2.0,0.0,Serbia, 
2022.0,25 Nov 2022 - 13:00,group stage,Ahmad bin Ali Stadium,Al Rayyan,Wales,0.0,2.0,Iran, 
2022.0,25 Nov 2022 - 16:00,group stage,Al Thumama Stadium,Doha,Qatar,1.0,3.0,Senegal, 
2022.0,25 Nov 2022 - 19:00,group stage,Khalifa International Stadium,Al Rayyan,Netherlands,1.0,1.0,Ecuador, 
2022.0,25 Nov 2022 - 22:00,group stage,Al Bayt Stadium,Al Khor,England,0.0,0.0,United States, 
2022.0,26 Nov 2022 - 13:00,group stage,Al Janoub Stadium,Al Wakrah,Tunisia,0.0,1.0,Australia, 
2022.0,26 Nov 2022 - 16:00,group stage,Education City Stadium,Al Rayyan,Poland,2.0,0.0,Saudi Arabia, 
2022.0,26 Nov 2022 - 19:00,group stage,Stadium 974,Doha,France,2.0,1.0,Denmark, 
2022.0,26 Nov 2022 - 22:00,group stage,Lusail Stadium,Lusail,Argentina,2.0,0.0,Mexico, 
2022.0,27 Nov 2022 - 13:00,group stage,Ahmad bin Ali Stadium,Al Rayyan,Japan,0.0,1.0,Costa Rica, 
2022.0,27 Nov 2022 - 16:00,group stage,Al Thumama Stadium,Doha,Belgium,0.0,2.0,Morocco, 
2022.0,27 Nov 2022 - 19:00,group stage,Khalifa International Stadium,Al Rayyan,Croatia,4.0,1.0,Canada, 
2022.0,27 Nov 2022 - 22:00,group stage,Al Bayt Stadium,Al Khor,Spain,1.0,1.0,Germany, 
2022.0,28 Nov 2022 - 13:00,group stage,Al Janoub Stadium,Al Wakrah,Cameroon,3.0,3.0,Serbia, 
2022.0,28 Nov 2022 - 16:00,group stage,Education City Stadium,Al Rayyan,South Korea,2.0,3.0,Ghana, 
2022.0,28 Nov 2022 - 19:00,group stage,Stadium 974,Doha,Brazil,1.0,0.0,Switzerland, 
2022.0,28 Nov 2022 - 22:00,group stage,Lusail Stadium,Lusail,Portugal,2.0,0.0,Uruguay, 
2022.0,29 Nov 2022 - 18:00,group stage,Khalifa International Stadium,Al Rayyan,Ecuador,1.0,2.0,Senegal, 
2022.0,29 Nov 2022 - 18:00,group stage,Al Bayt Stadium,Al Khor,Netherlands,2.0,0.0,Qatar, 
2022.0,29 Nov 2022 - 22:00,group stage,Al Thumama Stadium,Doha,Iran,0.0,1.0,United States, 
2022.0,29 Nov 2022 - 22:00,group stage,Ahmad bin Ali Stadium,Al Rayyan,Wales,0.0,3.0,England, 
2022.0,30 Nov 2022 - 18:00,group stage,Al Janoub Stadium,Al Wakrah,Australia,1.0,0.0,Denmark, 
2022.0,30 Nov 2022 - 18:00,group stage,Education City Stadium,Al Rayyan,Tunisia,1.0,0.0,France, 
2022.0,30 Nov 2022 - 22:00,group stage,Stadium 974,Doha,Poland,0.0,2.0,Argentina, 
2022.0,30 Nov 2022 - 22:00,group stage,Lusail Stadium,Lusail,Saudi Arabia,1.0,2.0,Mexico, 
